"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.196.1.20","Lista","Lista 2A","10","4","13","2","1","6","10","4","2","6","0","2","60"
"261.11.15.196.1.20","Lista","Lista 2M","5","11","0","8","3","3","1","2","0","1","2","2","38"
"261.11.15.196.1.20","Lista","Lista 5","1","0","0","1","0","0","0","0","0","0","0","0","2"
"261.11.15.196.1.20","Lista","Lista 7","2","2","0","0","0","0","0","0","0","0","0","0","4"
"261.11.15.196.1.20","Blanco","VOTO EN BLANCO","7"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","112"
