"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.196.1.24","Lista","Lista 2A","18","12","7","0","3","5","11","4","0","9","1","1","71"
"261.11.15.196.1.24","Lista","Lista 2M","7","6","2","4","8","4","0","4","1","1","1","0","38"
"261.11.15.196.1.24","Lista","Lista 5","0","0","0","0","1","0","0","0","0","0","0","1","2"
"261.11.15.196.1.24","Lista","Lista 7","0","0","1","0","0","0","2","0","0","0","0","0","3"
"261.11.15.196.1.24","Blanco","VOTO EN BLANCO","4"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","118"
