"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.196.1.8","Lista","Lista 2A","14","8","8","3","5","8","10","2","1","5","1","1","66"
"261.11.15.196.1.8","Lista","Lista 2M","8","7","1","6","10","3","0","0","0","0","1","1","37"
"261.11.15.196.1.8","Lista","Lista 5","0","1","0","1","0","0","0","0","0","0","1","0","3"
"261.11.15.196.1.8","Lista","Lista 7","8","1","0","0","0","0","0","0","0","0","0","0","9"
"261.11.15.196.1.8","Blanco","VOTO EN BLANCO","6"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","121"
