"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.196.1.18","Lista","Lista 2A","13","8","17","3","4","3","12","5","0","9","0","0","74"
"261.11.15.196.1.18","Lista","Lista 2M","7","9","2","7","5","1","0","0","1","0","0","0","32"
"261.11.15.196.1.18","Lista","Lista 5","0","0","0","2","1","0","0","0","0","0","0","0","3"
"261.11.15.196.1.18","Lista","Lista 7","0","0","0","1","0","0","1","1","0","0","0","0","3"
"261.11.15.196.1.18","Blanco","VOTO EN BLANCO","4"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","116"
