"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.196.1.12","Lista","Lista 2A","11","3","8","4","4","6","10","6","2","3","1","0","58"
"261.11.15.196.1.12","Lista","Lista 2M","8","12","2","5","1","4","3","2","2","0","0","1","40"
"261.11.15.196.1.12","Lista","Lista 5","0","3","0","0","0","1","0","0","0","0","0","0","4"
"261.11.15.196.1.12","Lista","Lista 7","1","5","1","2","0","0","1","1","0","0","0","0","11"
"261.11.15.196.1.12","Blanco","VOTO EN BLANCO","2"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","115"
