"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.196.1.3","Lista","Lista 2A","7","4","13","2","4","6","7","2","0","3","3","1","52"
"261.11.15.196.1.3","Lista","Lista 2M","11","11","0","7","0","0","0","3","0","0","1","1","34"
"261.11.15.196.1.3","Lista","Lista 5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"261.11.15.196.1.3","Lista","Lista 7","4","2","1","3","0","0","0","0","1","0","0","0","11"
"261.11.15.196.1.3","Blanco","VOTO EN BLANCO","7"
"Votos NULOS","2"
"Votos a Computar","0"
"Total General","106"
