"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.196.1.23","Lista","Lista 2A","7","6","15","1","3","4","8","3","1","2","5","0","55"
"261.11.15.196.1.23","Lista","Lista 2M","9","11","0","7","3","3","0","3","0","0","0","1","37"
"261.11.15.196.1.23","Lista","Lista 5","0","1","1","1","0","0","0","0","0","0","0","0","3"
"261.11.15.196.1.23","Lista","Lista 7","4","0","0","0","0","0","0","0","0","0","0","0","4"
"261.11.15.196.1.23","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","3"
"Total General","107"
