"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.196.1.28","Lista","Lista 2A","10","6","16","0","1","8","4","2","3","5","1","2","58"
"261.11.15.196.1.28","Lista","Lista 2M","5","9","4","4","3","2","2","0","1","0","0","1","31"
"261.11.15.196.1.28","Lista","Lista 5","0","4","0","0","0","0","0","0","0","0","0","0","4"
"261.11.15.196.1.28","Lista","Lista 7","1","0","0","1","1","0","1","0","0","0","0","0","4"
"261.11.15.196.1.28","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","102"
