"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.196.1.6","Lista","Lista 2A","14","7","10","1","8","5","5","1","0","0","0","2","53"
"261.11.15.196.1.6","Lista","Lista 2M","12","6","1","3","2","1","1","0","0","0","0","0","26"
"261.11.15.196.1.6","Lista","Lista 5","0","0","0","0","3","1","1","1","0","0","0","0","6"
"261.11.15.196.1.6","Lista","Lista 7","1","1","0","2","0","0","0","0","0","0","0","0","4"
"261.11.15.196.1.6","Blanco","VOTO EN BLANCO","7"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","96"
