"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.196.1.15","Lista","Lista 2A","18","10","22","2","3","8","6","6","0","4","1","1","81"
"261.11.15.196.1.15","Lista","Lista 2M","9","7","0","3","3","7","1","3","1","0","0","0","34"
"261.11.15.196.1.15","Lista","Lista 5","0","0","0","1","0","0","0","0","0","0","0","1","2"
"261.11.15.196.1.15","Lista","Lista 7","1","1","0","2","0","1","1","0","0","0","0","0","6"
"261.11.15.196.1.15","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","126"
