"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.427.1.14","Lista","2A","HONOR COLORADO A","63"
"261.11.15.427.1.14","Lista","2M","HONOR COLORADO M","62"
"261.11.15.427.1.14","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.427.1.14","Lista","7","COLORADO RENOVADOR","2"
"261.11.15.427.1.14","Blanco","VOTO EN BLANCO","2"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","131"
