"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.427.1.5","Lista","2A","HONOR COLORADO A","53"
"261.11.15.427.1.5","Lista","2M","HONOR COLORADO M","59"
"261.11.15.427.1.5","Lista","5","CAUSA REPUBLICANA","3"
"261.11.15.427.1.5","Lista","7","COLORADO RENOVADOR","3"
"261.11.15.427.1.5","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","3"
"Total General","126"
