"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.427.1.3","Lista","2A","HONOR COLORADO A","80"
"261.11.15.427.1.3","Lista","2M","HONOR COLORADO M","53"
"261.11.15.427.1.3","Lista","5","CAUSA REPUBLICANA","3"
"261.11.15.427.1.3","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.427.1.3","Blanco","VOTO EN BLANCO","7"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","143"
