"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.427.1.15","Lista","2A","HONOR COLORADO A","61"
"261.11.15.427.1.15","Lista","2M","HONOR COLORADO M","71"
"261.11.15.427.1.15","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.427.1.15","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.427.1.15","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","4"
"Votos a Computar","0"
"Total General","140"
