"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.427.1.1","Lista","2A","HONOR COLORADO A","73"
"261.11.15.427.1.1","Lista","2M","HONOR COLORADO M","58"
"261.11.15.427.1.1","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.427.1.1","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.427.1.1","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","2"
"Votos a Computar","1"
"Total General","139"
