"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.427.1.2","Lista","2A","HONOR COLORADO A","61"
"261.11.15.427.1.2","Lista","2M","HONOR COLORADO M","56"
"261.11.15.427.1.2","Lista","5","CAUSA REPUBLICANA","0"
"261.11.15.427.1.2","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.427.1.2","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","120"
