"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.427.1.6","Lista","2A","HONOR COLORADO A","66"
"261.11.15.427.1.6","Lista","2M","HONOR COLORADO M","43"
"261.11.15.427.1.6","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.427.1.6","Lista","7","COLORADO RENOVADOR","2"
"261.11.15.427.1.6","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","22"
"Total General","139"
