"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.49","Lista","2A","HONOR COLORADO A","68"
"261.11.15.363.1.49","Lista","2M","HONOR COLORADO M","41"
"261.11.15.363.1.49","Lista","5","CAUSA REPUBLICANA","0"
"261.11.15.363.1.49","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.49","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","114"
