"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.28","Lista","2A","HONOR COLORADO A","80"
"261.11.15.363.1.28","Lista","2M","HONOR COLORADO M","43"
"261.11.15.363.1.28","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.363.1.28","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.28","Blanco","VOTO EN BLANCO","2"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","128"
