"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.15","Lista","2A","HONOR COLORADO A","69"
"261.11.15.363.1.15","Lista","2M","HONOR COLORADO M","49"
"261.11.15.363.1.15","Lista","5","CAUSA REPUBLICANA","3"
"261.11.15.363.1.15","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.15","Blanco","VOTO EN BLANCO","8"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","130"
