"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.21","Lista","2A","HONOR COLORADO A","74"
"261.11.15.363.1.21","Lista","2M","HONOR COLORADO M","44"
"261.11.15.363.1.21","Lista","5","CAUSA REPUBLICANA","0"
"261.11.15.363.1.21","Lista","7","COLORADO RENOVADOR","1"
"261.11.15.363.1.21","Blanco","VOTO EN BLANCO","1"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","121"
