"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.54","Lista","2A","HONOR COLORADO A","46"
"261.11.15.363.1.54","Lista","2M","HONOR COLORADO M","25"
"261.11.15.363.1.54","Lista","5","CAUSA REPUBLICANA","0"
"261.11.15.363.1.54","Lista","7","COLORADO RENOVADOR","1"
"261.11.15.363.1.54","Blanco","VOTO EN BLANCO","8"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","80"
