"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.18","Lista","2A","HONOR COLORADO A","64"
"261.11.15.363.1.18","Lista","2M","HONOR COLORADO M","32"
"261.11.15.363.1.18","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.363.1.18","Lista","7","COLORADO RENOVADOR","1"
"261.11.15.363.1.18","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","103"
