"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.5","Lista","2A","HONOR COLORADO A","80"
"261.11.15.363.1.5","Lista","2M","HONOR COLORADO M","46"
"261.11.15.363.1.5","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.363.1.5","Lista","7","COLORADO RENOVADOR","2"
"261.11.15.363.1.5","Blanco","VOTO EN BLANCO","0"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","129"
