"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.39","Lista","2A","HONOR COLORADO A","63"
"261.11.15.363.1.39","Lista","2M","HONOR COLORADO M","37"
"261.11.15.363.1.39","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.363.1.39","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.39","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","2"
"Votos a Computar","0"
"Total General","107"
