"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.44","Lista","2A","HONOR COLORADO A","66"
"261.11.15.363.1.44","Lista","2M","HONOR COLORADO M","58"
"261.11.15.363.1.44","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.363.1.44","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.44","Blanco","VOTO EN BLANCO","1"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","127"
