"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.34","Lista","2A","HONOR COLORADO A","60"
"261.11.15.363.1.34","Lista","2M","HONOR COLORADO M","48"
"261.11.15.363.1.34","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.363.1.34","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.34","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","114"
