"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.8","Lista","2A","HONOR COLORADO A","59"
"261.11.15.363.1.8","Lista","2M","HONOR COLORADO M","38"
"261.11.15.363.1.8","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.363.1.8","Lista","7","COLORADO RENOVADOR","1"
"261.11.15.363.1.8","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","0"
"Votos a Computar","10"
"Total General","112"
