"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.26","Lista","2A","HONOR COLORADO A","82"
"261.11.15.363.1.26","Lista","2M","HONOR COLORADO M","37"
"261.11.15.363.1.26","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.363.1.26","Lista","7","COLORADO RENOVADOR","2"
"261.11.15.363.1.26","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","125"
