"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.10","Lista","2A","HONOR COLORADO A","84"
"261.11.15.363.1.10","Lista","2M","HONOR COLORADO M","50"
"261.11.15.363.1.10","Lista","5","CAUSA REPUBLICANA","0"
"261.11.15.363.1.10","Lista","7","COLORADO RENOVADOR","1"
"261.11.15.363.1.10","Blanco","VOTO EN BLANCO","2"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","138"
