"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.12","Lista","2A","HONOR COLORADO A","77"
"261.11.15.363.1.12","Lista","2M","HONOR COLORADO M","33"
"261.11.15.363.1.12","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.363.1.12","Lista","7","COLORADO RENOVADOR","2"
"261.11.15.363.1.12","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","2"
"Votos a Computar","0"
"Total General","121"
