"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.3","Lista","2A","HONOR COLORADO A","73"
"261.11.15.363.1.3","Lista","2M","HONOR COLORADO M","48"
"261.11.15.363.1.3","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.363.1.3","Lista","7","COLORADO RENOVADOR","2"
"261.11.15.363.1.3","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","131"
