"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.7","Lista","2A","HONOR COLORADO A","67"
"261.11.15.363.1.7","Lista","2M","HONOR COLORADO M","36"
"261.11.15.363.1.7","Lista","5","CAUSA REPUBLICANA","4"
"261.11.15.363.1.7","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.7","Blanco","VOTO EN BLANCO","7"
"Votos NULOS","0"
"Votos a Computar","1"
"Total General","115"
