"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.45","Lista","2A","HONOR COLORADO A","58"
"261.11.15.363.1.45","Lista","2M","HONOR COLORADO M","54"
"261.11.15.363.1.45","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.363.1.45","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.45","Blanco","VOTO EN BLANCO","2"
"Votos NULOS","0"
"Votos a Computar","2"
"Total General","117"
