"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.1","Lista","2A","HONOR COLORADO A","86"
"261.11.15.363.1.1","Lista","2M","HONOR COLORADO M","34"
"261.11.15.363.1.1","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.363.1.1","Lista","7","COLORADO RENOVADOR","2"
"261.11.15.363.1.1","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","130"
