"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.25","Lista","2A","HONOR COLORADO A","61"
"261.11.15.363.1.25","Lista","2M","HONOR COLORADO M","39"
"261.11.15.363.1.25","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.363.1.25","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.25","Blanco","VOTO EN BLANCO","9"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","111"
