"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.47","Lista","2A","HONOR COLORADO A","61"
"261.11.15.363.1.47","Lista","2M","HONOR COLORADO M","51"
"261.11.15.363.1.47","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.363.1.47","Lista","7","COLORADO RENOVADOR","1"
"261.11.15.363.1.47","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","119"
