"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.48","Lista","2A","HONOR COLORADO A","66"
"261.11.15.363.1.48","Lista","2M","HONOR COLORADO M","38"
"261.11.15.363.1.48","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.363.1.48","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.48","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","111"
