"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.42","Lista","2A","HONOR COLORADO A","54"
"261.11.15.363.1.42","Lista","2M","HONOR COLORADO M","44"
"261.11.15.363.1.42","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.363.1.42","Lista","7","COLORADO RENOVADOR","2"
"261.11.15.363.1.42","Blanco","VOTO EN BLANCO","4"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","105"
