"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.363.1.9","Lista","2A","HONOR COLORADO A","86"
"261.11.15.363.1.9","Lista","2M","HONOR COLORADO M","32"
"261.11.15.363.1.9","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.363.1.9","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.363.1.9","Blanco","VOTO EN BLANCO","1"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","121"
