"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.196.1.3","Lista","2A","HONOR COLORADO A","51"
"261.11.15.196.1.3","Lista","2M","HONOR COLORADO M","44"
"261.11.15.196.1.3","Lista","5","CAUSA REPUBLICANA","3"
"261.11.15.196.1.3","Lista","7","COLORADO RENOVADOR","4"
"261.11.15.196.1.3","Blanco","VOTO EN BLANCO","2"
"Votos NULOS","2"
"Votos a Computar","0"
"Total General","106"
