"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.196.1.16","Lista","2A","HONOR COLORADO A","54"
"261.11.15.196.1.16","Lista","2M","HONOR COLORADO M","50"
"261.11.15.196.1.16","Lista","5","CAUSA REPUBLICANA","0"
"261.11.15.196.1.16","Lista","7","COLORADO RENOVADOR","1"
"261.11.15.196.1.16","Blanco","VOTO EN BLANCO","2"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","107"
