"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.196.1.17","Lista","2A","HONOR COLORADO A","70"
"261.11.15.196.1.17","Lista","2M","HONOR COLORADO M","36"
"261.11.15.196.1.17","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.196.1.17","Lista","7","COLORADO RENOVADOR","3"
"261.11.15.196.1.17","Blanco","VOTO EN BLANCO","4"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","114"
