"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.196.1.23","Lista","2A","HONOR COLORADO A","52"
"261.11.15.196.1.23","Lista","2M","HONOR COLORADO M","44"
"261.11.15.196.1.23","Lista","5","CAUSA REPUBLICANA","2"
"261.11.15.196.1.23","Lista","7","COLORADO RENOVADOR","1"
"261.11.15.196.1.23","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","3"
"Total General","107"
