"Mesa","Clase","Nro.","Agrupación","INT"
"261.11.15.196.1.24","Lista","2A","HONOR COLORADO A","74"
"261.11.15.196.1.24","Lista","2M","HONOR COLORADO M","40"
"261.11.15.196.1.24","Lista","5","CAUSA REPUBLICANA","1"
"261.11.15.196.1.24","Lista","7","COLORADO RENOVADOR","0"
"261.11.15.196.1.24","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","118"
