"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.427.1.6","Lista","Lista 2A","10","6","6","3","3","4","10","1","20","7","0","0","70"
"261.11.15.427.1.6","Lista","Lista 2M","14","9","0","3","1","2","1","4","0","0","0","0","34"
"261.11.15.427.1.6","Lista","Lista 5","0","0","0","0","0","0","0","0","0","0","2","0","2"
"261.11.15.427.1.6","Lista","Lista 7","3","0","0","0","0","0","0","0","0","1","0","0","4"
"261.11.15.427.1.6","Blanco","VOTO EN BLANCO","7"
"Votos NULOS","0"
"Votos a Computar","22"
"Total General","139"
