"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.427.1.12","Lista","Lista 2A","13","2","6","3","3","15","18","1","4","8","0","0","73"
"261.11.15.427.1.12","Lista","Lista 2M","18","10","2","6","6","3","2","3","0","0","0","1","51"
"261.11.15.427.1.12","Lista","Lista 5","1","0","0","1","0","0","1","0","0","0","0","0","3"
"261.11.15.427.1.12","Lista","Lista 7","1","2","0","0","1","0","0","0","0","0","0","0","4"
"261.11.15.427.1.12","Blanco","VOTO EN BLANCO","7"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","139"
