"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.427.1.16","Lista","Lista 2A","6","7","5","4","6","11","14","0","10","9","0","0","72"
"261.11.15.427.1.16","Lista","Lista 2M","17","19","0","4","1","1","3","9","1","1","0","0","56"
"261.11.15.427.1.16","Lista","Lista 5","0","2","1","0","1","1","0","0","0","0","0","0","5"
"261.11.15.427.1.16","Lista","Lista 7","5","2","1","0","0","0","0","0","0","0","0","1","9"
"261.11.15.427.1.16","Blanco","VOTO EN BLANCO","10"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","152"
