"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.427.1.7","Lista","Lista 2A","5","3","9","2","2","9","9","0","9","2","1","0","51"
"261.11.15.427.1.7","Lista","Lista 2M","7","15","0","4","2","2","4","5","0","1","0","1","41"
"261.11.15.427.1.7","Lista","Lista 5","0","0","0","0","1","0","0","0","0","0","0","0","1"
"261.11.15.427.1.7","Lista","Lista 7","3","0","0","0","0","1","3","0","0","0","0","0","7"
"261.11.15.427.1.7","Blanco","VOTO EN BLANCO","2"
"Votos NULOS","0"
"Votos a Computar","24"
"Total General","126"
