"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.427.1.18","Lista","Lista 2A","16","7","8","0","2","11","6","2","9","11","0","0","72"
"261.11.15.427.1.18","Lista","Lista 2M","11","12","2","8","5","4","2","5","1","0","0","0","50"
"261.11.15.427.1.18","Lista","Lista 5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"261.11.15.427.1.18","Lista","Lista 7","3","0","0","0","0","1","0","0","0","0","0","0","4"
"261.11.15.427.1.18","Blanco","VOTO EN BLANCO","4"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","130"
