"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.427.1.10","Lista","Lista 2A","6","2","7","0","0","30","7","1","10","1","1","1","66"
"261.11.15.427.1.10","Lista","Lista 2M","8","19","2","3","3","3","7","12","0","0","1","0","58"
"261.11.15.427.1.10","Lista","Lista 5","0","1","0","1","0","0","0","0","0","0","0","1","3"
"261.11.15.427.1.10","Lista","Lista 7","8","1","0","0","0","0","0","0","0","0","0","0","9"
"261.11.15.427.1.10","Blanco","VOTO EN BLANCO","7"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","143"
