"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.427.1.4","Lista","Lista 2A","10","4","9","1","5","7","6","6","6","3","1","0","58"
"261.11.15.427.1.4","Lista","Lista 2M","7","13","0","3","2","4","1","11","0","0","0","0","41"
"261.11.15.427.1.4","Lista","Lista 5","0","1","0","0","0","1","0","0","0","0","0","1","3"
"261.11.15.427.1.4","Lista","Lista 7","0","0","0","0","0","0","1","0","0","0","0","0","1"
"261.11.15.427.1.4","Blanco","VOTO EN BLANCO","1"
"Votos NULOS","1"
"Votos a Computar","5"
"Total General","110"
