"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.427.1.5","Lista","Lista 2A","6","3","8","1","2","15","10","1","3","3","0","0","52"
"261.11.15.427.1.5","Lista","Lista 2M","15","20","1","5","0","2","5","8","0","1","0","0","57"
"261.11.15.427.1.5","Lista","Lista 5","1","0","1","1","0","1","2","0","0","0","0","0","6"
"261.11.15.427.1.5","Lista","Lista 7","3","1","0","0","0","0","0","0","0","0","0","0","4"
"261.11.15.427.1.5","Blanco","VOTO EN BLANCO","4"
"Votos NULOS","0"
"Votos a Computar","3"
"Total General","126"
