"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.427.1.8","Lista","Lista 2A","10","5","12","1","4","9","7","1","9","6","0","0","64"
"261.11.15.427.1.8","Lista","Lista 2M","5","13","1","6","2","1","4","10","0","3","0","1","46"
"261.11.15.427.1.8","Lista","Lista 5","0","2","0","0","0","0","0","1","0","0","0","0","3"
"261.11.15.427.1.8","Lista","Lista 7","3","1","0","0","0","0","1","1","0","0","0","0","6"
"261.11.15.427.1.8","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","124"
