"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.427.1.3","Lista","Lista 2A","22","6","12","2","0","17","11","2","8","6","0","0","86"
"261.11.15.427.1.3","Lista","Lista 2M","8","15","0","9","3","2","1","5","0","0","0","0","43"
"261.11.15.427.1.3","Lista","Lista 5","0","0","0","0","0","0","0","0","0","0","1","0","1"
"261.11.15.427.1.3","Lista","Lista 7","2","0","1","0","0","0","2","1","0","0","0","0","6"
"261.11.15.427.1.3","Blanco","VOTO EN BLANCO","7"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","143"
