"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.425.1.7","Lista","Lista 2A","3","7","8","43","4","8","11","1","1","1","0","1","88"
"261.11.15.425.1.7","Lista","Lista 2M","7","15","5","0","1","1","8","1","0","0","0","0","38"
"261.11.15.425.1.7","Lista","Lista 5","0","0","0","0","0","0","1","0","0","0","0","0","1"
"261.11.15.425.1.7","Lista","Lista 7","1","1","0","0","0","0","2","1","1","0","0","0","6"
"261.11.15.425.1.7","Blanco","VOTO EN BLANCO","6"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","139"
