"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.425.1.5","Lista","Lista 2A","3","2","3","76","1","10","7","1","1","3","0","0","107"
"261.11.15.425.1.5","Lista","Lista 2M","11","13","11","1","1","4","13","0","0","2","0","0","56"
"261.11.15.425.1.5","Lista","Lista 5","1","0","0","0","0","0","0","1","0","0","0","0","2"
"261.11.15.425.1.5","Lista","Lista 7","1","0","0","1","0","0","0","0","1","0","0","0","3"
"261.11.15.425.1.5","Blanco","VOTO EN BLANCO","6"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","174"
