"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.425.1.8","Lista","Lista 2A","2","2","0","33","2","3","3","1","1","0","0","0","47"
"261.11.15.425.1.8","Lista","Lista 2M","5","9","5","0","0","2","3","1","0","0","1","0","26"
"261.11.15.425.1.8","Lista","Lista 5","1","1","1","0","0","0","0","0","0","0","0","0","3"
"261.11.15.425.1.8","Lista","Lista 7","0","0","0","0","0","0","1","0","0","0","0","0","1"
"261.11.15.425.1.8","Blanco","VOTO EN BLANCO","2"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","79"
