"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.425.1.3","Lista","Lista 2A","5","3","1","50","2","9","7","4","3","2","1","0","87"
"261.11.15.425.1.3","Lista","Lista 2M","6","17","1","1","1","2","10","2","0","0","0","0","40"
"261.11.15.425.1.3","Lista","Lista 5","0","0","0","1","0","0","1","0","0","0","0","0","2"
"261.11.15.425.1.3","Lista","Lista 7","0","0","1","0","0","0","1","0","0","1","0","0","3"
"261.11.15.425.1.3","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","137"
