"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.52","Lista","Lista 2A","19","11","15","0","9","2","2","12","3","1","0","0","74"
"261.11.15.363.1.52","Lista","Lista 2M","9","2","0","11","7","4","1","1","0","0","0","4","39"
"261.11.15.363.1.52","Lista","Lista 5","1","0","0","1","1","0","0","0","0","0","0","1","4"
"261.11.15.363.1.52","Lista","Lista 7","2","1","1","0","1","0","0","0","0","0","0","0","5"
"261.11.15.363.1.52","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","125"
