"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.6","Lista","Lista 2A","10","8","15","0","3","7","8","11","0","4","2","0","68"
"261.11.15.363.1.6","Lista","Lista 2M","7","3","3","5","4","2","1","0","0","0","0","4","29"
"261.11.15.363.1.6","Lista","Lista 5","1","1","1","1","1","0","1","0","0","0","0","0","6"
"261.11.15.363.1.6","Lista","Lista 7","4","0","0","0","0","0","1","0","0","0","0","0","5"
"261.11.15.363.1.6","Blanco","VOTO EN BLANCO","6"
"Votos NULOS","0"
"Votos a Computar","2"
"Total General","116"
