"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.48","Lista","Lista 2A","18","7","14","0","5","1","7","16","0","3","0","0","71"
"261.11.15.363.1.48","Lista","Lista 2M","7","5","4","4","2","5","0","0","0","0","0","1","28"
"261.11.15.363.1.48","Lista","Lista 5","0","0","1","0","0","1","0","0","0","0","0","0","2"
"261.11.15.363.1.48","Lista","Lista 7","5","0","0","0","0","0","1","1","0","0","0","0","7"
"261.11.15.363.1.48","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","111"
