"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.27","Lista","Lista 2A","7","5","22","2","5","4","12","4","2","1","0","0","64"
"261.11.15.363.1.27","Lista","Lista 2M","12","6","1","3","3","8","0","1","0","1","0","2","37"
"261.11.15.363.1.27","Lista","Lista 5","0","1","0","1","1","0","0","1","0","1","0","0","5"
"261.11.15.363.1.27","Lista","Lista 7","2","0","0","0","1","1","4","0","0","0","0","0","8"
"261.11.15.363.1.27","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","117"
