"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.43","Lista","Lista 2A","16","9","19","1","5","2","5","9","0","2","0","4","72"
"261.11.15.363.1.43","Lista","Lista 2M","16","5","0","10","2","6","1","1","0","0","0","2","43"
"261.11.15.363.1.43","Lista","Lista 5","0","0","0","2","0","0","0","0","0","0","0","0","2"
"261.11.15.363.1.43","Lista","Lista 7","4","0","0","0","0","0","1","0","0","0","1","0","6"
"261.11.15.363.1.43","Blanco","VOTO EN BLANCO","2"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","125"
